sample_id	gene_id	seq_loc	description
SAMPLE_000986	FRAG_000986	hg19:11:43279626-43298009:-	18384
SAMPLE_000987	FRAG_000987	hg38:21:175263001-175327358:-	64358
SAMPLE_000988	FRAG_000988	hg19:6:151854635-151947825:-	93191
SAMPLE_000989	FRAG_000989	hg38:8:159095102-159182833:+	87732
SAMPLE_000990	FRAG_000990	hg19:13:198030275-198070989:-	40715
SAMPLE_000991	FRAG_000991	hg38:5:196644070-196667861:+	23792
SAMPLE_000992	FRAG_000992	hg19:X:106119706-106195287:+	75582
SAMPLE_000993	FRAG_000993	hg38:6:86420701-86500156:+	79456
SAMPLE_000994	FRAG_000994	hg19:21:28946876-29021502:-	74627
SAMPLE_000995	FRAG_000995	hg38:5:21886060-21929965:+	43906
SAMPLE_000996	FRAG_000996	hg19:12:46066935-46109313:+	42379
SAMPLE_000997	FRAG_000997	hg38:X:172557821-172646141:-	88321
SAMPLE_000998	FRAG_000998	hg19:15:72192422-72194414:+	1993
SAMPLE_000999	FRAG_000999	hg38:8:19198522-19289876:-	91355
SAMPLE_001000	FRAG_001000	hg19:9:194384550-194399209:+	14660
SAMPLE_001001	FRAG_001001	hg38:2:118633822-118684906:-	51085
SAMPLE_001002	FRAG_001002	hg19:6:133360688-133415453:-	54766
SAMPLE_001003	FRAG_001003	hg38:12:101756596-101828663:+	72068
SAMPLE_001004	FRAG_001004	hg19:16:175743311-175819576:+	76266
SAMPLE_001005	FRAG_001005	hg38:6:20786213-20845863:+	59651
SAMPLE_001006	FRAG_001006	hg19:10:86554919-86558049:-	3131
SAMPLE_001007	FRAG_001007	hg38:4:92753441-92763665:+	10225
SAMPLE_001008	FRAG_001008	hg19:13:197490751-197512340:+	21590
SAMPLE_001009	FRAG_001009	hg38:18:91717918-91730620:-	12703
SAMPLE_001010	FRAG_001010	hg19:X:116782475-116787036:+	4562
SAMPLE_001011	FRAG_001011	hg38:20:43172225-43229635:+	57411
SAMPLE_001012	FRAG_001012	hg19:4:56177034-56220930:+	43897
SAMPLE_001013	FRAG_001013	hg38:14:149743423-149835304:-	91882
SAMPLE_001014	FRAG_001014	hg19:22:80832879-80870277:+	37399
SAMPLE_001015	FRAG_001015	hg38:4:106468885-106475889:-	7005
SAMPLE_001016	FRAG_001016	hg19:5:97859277-97866920:+	7644
SAMPLE_001017	FRAG_001017	hg38:14:80067514-80079498:-	11985
SAMPLE_001018	FRAG_001018	hg19:7:7908372-7921583:+	13212
SAMPLE_001019	FRAG_001019	hg38:6:79332542-79416689:+	84148
SAMPLE_001020	FRAG_001020	hg19:16:83772984-83788622:-	15639
SAMPLE_001021	FRAG_001021	hg38:16:178446589-178511194:-	64606
SAMPLE_001022	FRAG_001022	hg19:3:147062718-147147347:-	84630
SAMPLE_001023	FRAG_001023	hg38:6:103393412-103442541:-	49130
SAMPLE_001024	FRAG_001024	hg19:6:12976764-13035691:-	58928
SAMPLE_001025	FRAG_001025	hg38:15:71706116-71767571:+	61456
SAMPLE_001026	FRAG_001026	hg19:9:17546193-17620648:+	74456
SAMPLE_001027	FRAG_001027	hg38:X:26958413-27046398:+	87986
SAMPLE_001028	FRAG_001028	hg19:22:146344111-146389671:-	45561
SAMPLE_001029	FRAG_001029	hg38:19:149606381-149636700:+	30320
SAMPLE_001030	FRAG_001030	hg19:13:113375691-113444685:-	68995
SAMPLE_001031	FRAG_001031	hg38:19:128845683-128877068:-	31386
SAMPLE_001032	FRAG_001032	hg19:3:192744976-192797222:+	52247
SAMPLE_001033	FRAG_001033	hg38:17:139732112-139807481:+	75370
SAMPLE_001034	FRAG_001034	hg19:4:121538186-121637931:+	99746
SAMPLE_001035	FRAG_001035	hg38:6:52734514-52762785:+	28272
SAMPLE_001036	FRAG_001036	hg19:2:22036888-22092879:-	55992
SAMPLE_001037	FRAG_001037	hg38:7:40695764-40778474:-	82711
SAMPLE_001038	FRAG_001038	hg19:11:18988384-19084185:+	95802
SAMPLE_001039	FRAG_001039	hg38:13:107664169-107737591:-	73423
SAMPLE_001040	FRAG_001040	hg19:9:123985631-124054246:+	68616
SAMPLE_001041	FRAG_001041	hg38:X:158726254-158808418:-	82165
SAMPLE_001042	FRAG_001042	hg19:4:41169305-41224125:+	54821
SAMPLE_001043	FRAG_001043	hg38:19:157411188-157488748:+	77561
SAMPLE_001044	FRAG_001044	hg19:4:28109414-28183665:-	74252
SAMPLE_001045	FRAG_001045	hg38:18:111297454-111343024:-	45571
SAMPLE_001046	FRAG_001046	hg19:13:131348174-131434497:-	86324
SAMPLE_001047	FRAG_001047	hg38:2:74930920-74953989:-	23070
SAMPLE_001048	FRAG_001048	hg19:5:164384652-164466185:-	81534
SAMPLE_001049	FRAG_001049	hg38:2:89984762-90037138:+	52377
SAMPLE_001050	FRAG_001050	hg19:2:128565411-128663656:-	98246
SAMPLE_001051	FRAG_001051	hg38:12:91695234-91698384:-	3151
SAMPLE_001052	FRAG_001052	hg19:10:132968027-133005271:+	37245
SAMPLE_001053	FRAG_001053	hg38:8:81659605-81677718:-	18114
SAMPLE_001054	FRAG_001054	hg19:11:196635602-196671414:-	35813
SAMPLE_001055	FRAG_001055	hg38:20:24967757-25052870:+	85114
SAMPLE_001056	FRAG_001056	hg19:15:110298960-110327166:-	28207
SAMPLE_001057	FRAG_001057	hg38:17:16087635-16137143:+	49509
SAMPLE_001058	FRAG_001058	hg19:3:191473585-191514863:-	41279
SAMPLE_001059	FRAG_001059	hg38:5:153651809-153721027:+	69219
SAMPLE_001060	FRAG_001060	hg19:6:54882183-54907947:+	25765
SAMPLE_001061	FRAG_001061	hg38:8:123527007-123531840:+	4834
SAMPLE_001062	FRAG_001062	hg19:12:54448122-54540978:-	92857
SAMPLE_001063	FRAG_001063	hg38:12:136593829-136655174:-	61346
SAMPLE_001064	FRAG_001064	hg19:21:183851350-183868085:+	16736
SAMPLE_001065	FRAG_001065	hg38:8:132207690-132257008:-	49319
SAMPLE_001066	FRAG_001066	hg19:6:158539467-158602170:-	62704
SAMPLE_001067	FRAG_001067	hg38:12:70433494-70455425:+	21932
SAMPLE_001068	FRAG_001068	hg19:10:104767932-104772028:+	4097
SAMPLE_001069	FRAG_001069	hg38:6:58530706-58606212:+	75507
SAMPLE_001070	FRAG_001070	hg19:21:182917432-182947436:+	30005
SAMPLE_001071	FRAG_001071	hg38:9:110926251-111012154:+	85904
SAMPLE_001072	FRAG_001072	hg19:22:128264498-128266163:+	1666
SAMPLE_001073	FRAG_001073	hg38:21:162367812-162391012:+	23201
SAMPLE_001074	FRAG_001074	hg19:8:164301067-164334647:-	33581
SAMPLE_001075	FRAG_001075	hg38:X:173534288-173627765:-	93478
SAMPLE_001076	FRAG_001076	hg19:14:94605912-94655756:-	49845
SAMPLE_001077	FRAG_001077	hg38:9:126278295-126307395:-	29101
SAMPLE_001078	FRAG_001078	hg19:22:168397986-168466726:-	68741
SAMPLE_001079	FRAG_001079	hg38:19:2972349-2986258:-	13910
SAMPLE_001080	FRAG_001080	hg19:18:160389602-160474949:-	85348
SAMPLE_001081	FRAG_001081	hg38:10:30019088-30109294:-	90207
SAMPLE_001082	FRAG_001082	hg19:3:75217907-75262483:-	44577
SAMPLE_001083	FRAG_001083	hg38:9:177125765-177160493:-	34729
SAMPLE_001084	FRAG_001084	hg19:7:139859939-139880089:+	20151
SAMPLE_001085	FRAG_001085	hg38:2:109474345-109553491:-	79147
SAMPLE_001086	FRAG_001086	hg19:22:194617984-194636823:+	18840
SAMPLE_001087	FRAG_001087	hg38:21:80350765-80416455:-	65691
SAMPLE_001088	FRAG_001088	hg19:14:105226754-105280284:+	53531
SAMPLE_001089	FRAG_001089	hg38:19:154556470-154649777:+	93308
SAMPLE_001090	FRAG_001090	hg19:11:192493610-192589339:+	95730
SAMPLE_001091	FRAG_001091	hg38:22:172345999-172416573:-	70575
SAMPLE_001092	FRAG_001092	hg19:22:137181295-137228782:-	47488
SAMPLE_001093	FRAG_001093	hg38:6:150853569-150940262:+	86694
SAMPLE_001094	FRAG_001094	hg19:10:127374279-127387571:+	13293
SAMPLE_001095	FRAG_001095	hg38:Y:195665805-195700206:+	34402
SAMPLE_001096	FRAG_001096	hg19:22:176673463-176717954:+	44492
SAMPLE_001097	FRAG_001097	hg38:8:60949133-60996199:-	47067
SAMPLE_001098	FRAG_001098	hg19:14:100772742-100816667:-	43926
SAMPLE_001099	FRAG_001099	hg38:19:125489795-125528835:+	39041
SAMPLE_001100	FRAG_001100	hg19:16:171294578-171302112:+	7535
SAMPLE_001101	FRAG_001101	hg38:16:135345872-135371870:+	25999
SAMPLE_001102	FRAG_001102	hg19:22:143227441-143277966:-	50526
SAMPLE_001103	FRAG_001103	hg38:14:41474282-41481867:+	7586
SAMPLE_001104	FRAG_001104	hg19:7:110841598-110887011:-	45414
SAMPLE_001105	FRAG_001105	hg38:5:193110788-193152756:+	41969
SAMPLE_001106	FRAG_001106	hg19:3:90289536-90353943:+	64408
SAMPLE_001107	FRAG_001107	hg38:11:16572905-16656569:+	83665
SAMPLE_001108	FRAG_001108	hg19:15:57205651-57242001:+	36351
SAMPLE_001109	FRAG_001109	hg38:19:132419848-132441113:+	21266
SAMPLE_001110	FRAG_001110	hg19:5:117423520-117504560:-	81041
SAMPLE_001111	FRAG_001111	hg38:13:129151160-129207892:-	56733
SAMPLE_001112	FRAG_001112	hg19:1:144286176-144291619:+	5444
SAMPLE_001113	FRAG_001113	hg38:Y:4778797-4828199:-	49403
SAMPLE_001114	FRAG_001114	hg19:17:5809323-5834801:+	25479
SAMPLE_001115	FRAG_001115	hg38:21:67792948-67889601:+	96654
SAMPLE_001116	FRAG_001116	hg19:X:84776628-84822261:+	45634
SAMPLE_001117	FRAG_001117	hg38:4:136113356-136164127:-	50772
SAMPLE_001118	FRAG_001118	hg19:6:13272427-13281483:-	9057
SAMPLE_001119	FRAG_001119	hg38:10:196375890-196436148:-	60259
SAMPLE_001120	FRAG_001120	hg19:14:36913827-37004343:-	90517
SAMPLE_001121	FRAG_001121	hg38:16:51580228-51627814:+	47587
SAMPLE_001122	FRAG_001122	hg19:13:62315567-62318572:+	3006
SAMPLE_001123	FRAG_001123	hg38:Y:57690945-57708641:+	17697
SAMPLE_001124	FRAG_001124	hg19:19:46361497-46428139:+	66643
SAMPLE_001125	FRAG_001125	hg38:12:175628103-175721808:+	93706
SAMPLE_001126	FRAG_001126	hg19:13:69662883-69747310:+	84428
SAMPLE_001127	FRAG_001127	hg38:20:178696196-178702981:+	6786
SAMPLE_001128	FRAG_001128	hg19:21:13947999-13951085:+	3087
SAMPLE_001129	FRAG_001129	hg38:14:103073592-103132328:+	58737
SAMPLE_001130	FRAG_001130	hg19:18:128344796-128378421:+	33626
SAMPLE_001131	FRAG_001131	hg38:7:185076936-185168555:+	91620
SAMPLE_001132	FRAG_001132	hg19:10:178614233-178669896:+	55664
SAMPLE_001133	FRAG_001133	hg38:22:73471439-73540135:+	68697
SAMPLE_001134	FRAG_001134	hg19:14:138327494-138341744:+	14251
SAMPLE_001135	FRAG_001135	hg38:10:29524947-29540389:-	15443
SAMPLE_001136	FRAG_001136	hg19:7:54619816-54700138:-	80323
SAMPLE_001137	FRAG_001137	hg38:17:97078910-97105842:-	26933
SAMPLE_001138	FRAG_001138	hg19:10:11577889-11599408:-	21520
SAMPLE_001139	FRAG_001139	hg38:7:130027245-130117948:-	90704
SAMPLE_001140	FRAG_001140	hg19:8:4422390-4423247:+	858
SAMPLE_001141	FRAG_001141	hg38:4:180589207-180664961:-	75755
SAMPLE_001142	FRAG_001142	hg19:5:138359858-138372164:+	12307
SAMPLE_001143	FRAG_001143	hg38:Y:28189955-28285294:-	95340
SAMPLE_001144	FRAG_001144	hg19:21:123608224-123639021:-	30798
SAMPLE_001145	FRAG_001145	hg38:9:14443300-14504652:+	61353
SAMPLE_001146	FRAG_001146	hg19:6:78998533-79004202:-	5670
SAMPLE_001147	FRAG_001147	hg38:22:115352217-115393703:+	41487
SAMPLE_001148	FRAG_001148	hg19:4:13318259-13418137:+	99879
SAMPLE_001149	FRAG_001149	hg38:5:174731059-174818505:+	87447
SAMPLE_001150	FRAG_001150	hg19:11:118498095-118545455:-	47361
SAMPLE_001151	FRAG_001151	hg38:Y:101024997-101037679:-	12683
SAMPLE_001152	FRAG_001152	hg19:6:108582895-108598314:-	15420
SAMPLE_001153	FRAG_001153	hg38:15:104539712-104575840:-	36129
SAMPLE_001154	FRAG_001154	hg19:14:45769324-45854868:+	85545
SAMPLE_001155	FRAG_001155	hg38:5:195994499-196086246:+	91748
SAMPLE_001156	FRAG_001156	hg19:6:112676588-112690680:-	14093
SAMPLE_001157	FRAG_001157	hg38:19:118618433-118707850:+	89418
SAMPLE_001158	FRAG_001158	hg19:20:97260662-97310935:+	50274
SAMPLE_001159	FRAG_001159	hg38:22:36072522-36168346:-	95825
SAMPLE_001160	FRAG_001160	hg19:16:111403278-111418579:-	15302
SAMPLE_001161	FRAG_001161	hg38:2:71226169-71234969:-	8801
SAMPLE_001162	FRAG_001162	hg19:1:182980158-183073006:+	92849
SAMPLE_001163	FRAG_001163	hg38:22:140344759-140389599:+	44841
SAMPLE_001164	FRAG_001164	hg19:14:196059152-196146383:+	87232
SAMPLE_001165	FRAG_001165	hg38:16:179163469-179209286:-	45818
SAMPLE_001166	FRAG_001166	hg19:5:165527853-165601535:+	73683
SAMPLE_001167	FRAG_001167	hg38:1:43124871-43209701:-	84831
SAMPLE_001168	FRAG_001168	hg19:16:21096485-21118663:-	22179
SAMPLE_001169	FRAG_001169	hg38:11:89823907-89855980:-	32074
SAMPLE_001170	FRAG_001170	hg19:2:60782326-60849269:-	66944
SAMPLE_001171	FRAG_001171	hg38:13:22160927-22192227:-	31301
SAMPLE_001172	FRAG_001172	hg19:15:121285548-121361155:+	75608
SAMPLE_001173	FRAG_001173	hg38:16:85842120-85901217:+	59098
SAMPLE_001174	FRAG_001174	hg19:16:176388480-176486658:+	98179
SAMPLE_001175	FRAG_001175	hg38:4:111686287-111739665:+	53379
SAMPLE_001176	FRAG_001176	hg19:18:1045557-1118027:+	72471
SAMPLE_001177	FRAG_001177	hg38:20:172137836-172219477:-	81642
SAMPLE_001178	FRAG_001178	hg19:17:56526208-56600413:-	74206
SAMPLE_001179	FRAG_001179	hg38:11:15569391-15617514:+	48124
SAMPLE_001180	FRAG_001180	hg19:15:151364347-151408358:-	44012
SAMPLE_001181	FRAG_001181	hg38:X:98521137-98607772:-	86636
SAMPLE_001182	FRAG_001182	hg19:4:177874875-177888145:+	13271
SAMPLE_001183	FRAG_001183	hg38:1:96331893-96377134:-	45242
SAMPLE_001184	FRAG_001184	hg19:18:101365428-101434344:+	68917
SAMPLE_001185	FRAG_001185	hg38:2:133183563-133205578:+	22016
SAMPLE_001186	FRAG_001186	hg19:X:194692044-194789865:-	97822
SAMPLE_001187	FRAG_001187	hg38:4:164974273-165008102:+	33830
SAMPLE_001188	FRAG_001188	hg19:7:106467349-106483674:+	16326
SAMPLE_001189	FRAG_001189	hg38:15:193411291-193436769:-	25479
SAMPLE_001190	FRAG_001190	hg19:4:112258537-112358277:+	99741
SAMPLE_001191	FRAG_001191	hg38:21:159057778-159146375:+	88598
SAMPLE_001192	FRAG_001192	hg19:15:177753123-177813572:+	60450
SAMPLE_001193	FRAG_001193	hg38:16:143368594-143369661:+	1068
SAMPLE_001194	FRAG_001194	hg19:18:158067144-158124372:-	57229
SAMPLE_001195	FRAG_001195	hg38:17:186708402-186732127:+	23726
SAMPLE_001196	FRAG_001196	hg19:Y:28797555-28814881:-	17327
SAMPLE_001197	FRAG_001197	hg38:22:163715042-163794255:-	79214
SAMPLE_001198	FRAG_001198	hg19:17:113384460-113435377:+	50918
SAMPLE_001199	FRAG_001199	hg38:9:93035458-93088106:-	52649
SAMPLE_001200	FRAG_001200	hg19:15:38092413-38110393:-	17981
SAMPLE_001201	FRAG_001201	hg38:20:138518041-138610292:-	92252
SAMPLE_001202	FRAG_001202	hg19:X:85264786-85337087:+	72302
SAMPLE_001203	FRAG_001203	hg38:7:168548710-168576696:-	27987
SAMPLE_001204	FRAG_001204	hg19:22:181488945-181534702:+	45758
SAMPLE_001205	FRAG_001205	hg38:X:48731233-48816940:-	85708
SAMPLE_001206	FRAG_001206	hg19:X:95553115-95568740:-	15626
SAMPLE_001207	FRAG_001207	hg38:19:180088656-180163949:-	75294
SAMPLE_001208	FRAG_001208	hg19:22:144318443-144416966:-	98524
SAMPLE_001209	FRAG_001209	hg38:14:141319262-141321434:+	2173
SAMPLE_001210	FRAG_001210	hg19:1:40010843-40061263:+	50421
SAMPLE_001211	FRAG_001211	hg38:22:54660896-54668814:-	7919
SAMPLE_001212	FRAG_001212	hg19:6:184446194-184484260:-	38067
SAMPLE_001213	FRAG_001213	hg38:5:186380142-186388771:-	8630
SAMPLE_001214	FRAG_001214	hg19:7:146269776-146369050:+	99275
SAMPLE_001215	FRAG_001215	hg38:12:28509267-28569088:+	59822
SAMPLE_001216	FRAG_001216	hg19:Y:151664916-151750234:-	85319
SAMPLE_001217	FRAG_001217	hg38:8:187865571-187933037:-	67467
SAMPLE_001218	FRAG_001218	hg19:X:13611065-13698660:-	87596
SAMPLE_001219	FRAG_001219	hg38:13:184918220-184973319:-	55100
SAMPLE_001220	FRAG_001220	hg19:18:4480329-4487879:-	7551
SAMPLE_001221	FRAG_001221	hg38:7:119934047-120015884:+	81838
SAMPLE_001222	FRAG_001222	hg19:21:191467157-191560013:-	92857
SAMPLE_001223	FRAG_001223	hg38:19:199226170-199298314:+	72145
SAMPLE_001224	FRAG_001224	hg19:Y:79967730-79993591:-	25862
SAMPLE_001225	FRAG_001225	hg38:6:20990118-21080094:+	89977
SAMPLE_001226	FRAG_001226	hg19:6:138934714-139031561:+	96848
SAMPLE_001227	FRAG_001227	hg38:13:116026690-116032515:-	5826
SAMPLE_001228	FRAG_001228	hg19:18:35914468-35949601:+	35134
SAMPLE_001229	FRAG_001229	hg38:19:2515354-2549278:-	33925
SAMPLE_001230	FRAG_001230	hg19:15:42555338-42648857:+	93520
SAMPLE_001231	FRAG_001231	hg38:5:161223845-161266631:+	42787
SAMPLE_001232	FRAG_001232	hg19:21:178674801-178755989:-	81189
SAMPLE_001233	FRAG_001233	hg38:16:148682498-148758058:-	75561
SAMPLE_001234	FRAG_001234	hg19:3:86324626-86417882:+	93257
SAMPLE_001235	FRAG_001235	hg38:6:19300981-19369716:+	68736
SAMPLE_001236	FRAG_001236	hg19:14:145159491-145231172:-	71682
SAMPLE_001237	FRAG_001237	hg38:3:60377407-60423702:+	46296
SAMPLE_001238	FRAG_001238	hg19:22:89869996-89913995:-	44000
SAMPLE_001239	FRAG_001239	hg38:10:166968435-166997566:-	29132
SAMPLE_001240	FRAG_001240	hg19:18:175295173-175394255:+	99083
SAMPLE_001241	FRAG_001241	hg38:4:93880625-93968803:-	88179
SAMPLE_001242	FRAG_001242	hg19:8:165739133-165823814:+	84682
SAMPLE_001243	FRAG_001243	hg38:2:87150872-87240834:-	89963
SAMPLE_001244	FRAG_001244	hg19:4:69878002-69929078:-	51077
SAMPLE_001245	FRAG_001245	hg38:1:101652033-101720278:-	68246
SAMPLE_001246	FRAG_001246	hg19:16:80573386-80579632:+	6247
SAMPLE_001247	FRAG_001247	hg38:11:23104437-23172293:+	67857
SAMPLE_001248	FRAG_001248	hg19:6:144131348-144202360:+	71013
SAMPLE_001249	FRAG_001249	hg38:21:57581221-57590301:+	9081
SAMPLE_001250	FRAG_001250	hg19:22:28897641-28953741:+	56101
SAMPLE_001251	FRAG_001251	hg38:18:117833247-117925855:+	92609
SAMPLE_001252	FRAG_001252	hg19:Y:42273181-42363601:+	90421
SAMPLE_001253	FRAG_001253	hg38:15:90044169-90138629:+	94461
SAMPLE_001254	FRAG_001254	hg19:3:15567475-15577574:+	10100
SAMPLE_001255	FRAG_001255	hg38:9:19909154-19982802:+	73649
SAMPLE_001256	FRAG_001256	hg19:9:105161709-105215637:-	53929
SAMPLE_001257	FRAG_001257	hg38:21:117239272-117292782:-	53511
SAMPLE_001258	FRAG_001258	hg19:1:181737253-181788804:+	51552
SAMPLE_001259	FRAG_001259	hg38:18:173180607-173181879:+	1273
SAMPLE_001260	FRAG_001260	hg19:Y:13218336-13295591:+	77256
SAMPLE_001261	FRAG_001261	hg38:12:29490542-29556948:-	66407
SAMPLE_001262	FRAG_001262	hg19:22:163823779-163863776:+	39998
SAMPLE_001263	FRAG_001263	hg38:10:103384927-103442793:-	57867
SAMPLE_001264	FRAG_001264	hg19:22:128235099-128239637:+	4539
SAMPLE_001265	FRAG_001265	hg38:18:37609618-37638935:-	29318
SAMPLE_001266	FRAG_001266	hg19:18:171200339-171239501:+	39163
SAMPLE_001267	FRAG_001267	hg38:10:196776575-196865847:-	89273
SAMPLE_001268	FRAG_001268	hg19:1:150000400-150073450:+	73051
SAMPLE_001269	FRAG_001269	hg38:4:2350186-2356160:-	5975
SAMPLE_001270	FRAG_001270	hg19:18:23851066-23923330:-	72265
SAMPLE_001271	FRAG_001271	hg38:7:195867322-195965901:-	98580
SAMPLE_001272	FRAG_001272	hg19:7:174390916-174445502:+	54587
SAMPLE_001273	FRAG_001273	hg38:6:60267319-60291934:-	24616
SAMPLE_001274	FRAG_001274	hg19:7:49682912-49698434:+	15523
SAMPLE_001275	FRAG_001275	hg38:18:174053497-174114454:+	60958
SAMPLE_001276	FRAG_001276	hg19:10:19082552-19171090:-	88539
SAMPLE_001277	FRAG_001277	hg38:4:195773882-195800256:-	26375
SAMPLE_001278	FRAG_001278	hg19:11:35417490-35464799:+	47310
SAMPLE_001279	FRAG_001279	hg38:4:167300001-167337873:+	37873
SAMPLE_001280	FRAG_001280	hg19:7:131422381-131464532:-	42152
SAMPLE_001281	FRAG_001281	hg38:11:178012312-178093596:-	81285
SAMPLE_001282	FRAG_001282	hg19:X:41908210-41985277:-	77068
SAMPLE_001283	FRAG_001283	hg38:11:46268824-46325462:+	56639
SAMPLE_001284	FRAG_001284	hg19:11:60465353-60498118:-	32766
SAMPLE_001285	FRAG_001285	hg38:9:37052446-37100063:-	47618
SAMPLE_001286	FRAG_001286	hg19:16:120549870-120611035:-	61166
SAMPLE_001287	FRAG_001287	hg38:10:149088279-149152606:+	64328
SAMPLE_001288	FRAG_001288	hg19:6:163840375-163925487:+	85113
SAMPLE_001289	FRAG_001289	hg38:9:145584178-145603027:+	18850
SAMPLE_001290	FRAG_001290	hg19:9:169206727-169303373:+	96647
SAMPLE_001291	FRAG_001291	hg38:Y:6001030-6011411:+	10382
SAMPLE_001292	FRAG_001292	hg19:19:109752454-109828830:+	76377
SAMPLE_001293	FRAG_001293	hg38:2:70958660-71031457:-	72798
SAMPLE_001294	FRAG_001294	hg19:21:99198691-99218671:-	19981
SAMPLE_001295	FRAG_001295	hg38:8:197824076-197901855:-	77780
SAMPLE_001296	FRAG_001296	hg19:5:135519227-135580635:+	61409
SAMPLE_001297	FRAG_001297	hg38:13:135799501-135847692:+	48192
SAMPLE_001298	FRAG_001298	hg19:22:165829026-165860835:+	31810
SAMPLE_001299	FRAG_001299	hg38:17:120781389-120800286:+	18898
SAMPLE_001300	FRAG_001300	hg19:6:152884144-152958876:+	74733
SAMPLE_001301	FRAG_001301	hg38:Y:130789458-130885902:-	96445
SAMPLE_001302	FRAG_001302	hg19:2:131900442-131929622:+	29181
SAMPLE_001303	FRAG_001303	hg38:3:100169502-100204650:+	35149
SAMPLE_001304	FRAG_001304	hg19:2:56505493-56593624:-	88132
SAMPLE_001305	FRAG_001305	hg38:13:123042421-123104481:+	62061
SAMPLE_001306	FRAG_001306	hg19:2:87992177-88077679:+	85503
SAMPLE_001307	FRAG_001307	hg38:X:171071841-171140677:-	68837
SAMPLE_001308	FRAG_001308	hg19:Y:156325193-156360205:+	35013
SAMPLE_001309	FRAG_001309	hg38:13:102607791-102693968:-	86178
SAMPLE_001310	FRAG_001310	hg19:19:21894336-21980469:-	86134
SAMPLE_001311	FRAG_001311	hg38:13:139612495-139642209:-	29715
SAMPLE_001312	FRAG_001312	hg19:12:131690904-131736627:-	45724
SAMPLE_001313	FRAG_001313	hg38:20:135710838-135712201:+	1364
SAMPLE_001314	FRAG_001314	hg19:15:62737677-62759882:+	22206
SAMPLE_001315	FRAG_001315	hg38:17:76379228-76464068:+	84841
SAMPLE_001316	FRAG_001316	hg19:5:43240292-43265289:-	24998
SAMPLE_001317	FRAG_001317	hg38:20:32764026-32858543:+	94518
SAMPLE_001318	FRAG_001318	hg19:14:194342156-194385938:+	43783
SAMPLE_001319	FRAG_001319	hg38:16:129530827-129619829:-	89003
SAMPLE_001320	FRAG_001320	hg19:7:44284213-44362148:-	77936
SAMPLE_001321	FRAG_001321	hg38:1:12581469-12613906:+	32438
SAMPLE_001322	FRAG_001322	hg19:19:44252774-44330913:+	78140
SAMPLE_001323	FRAG_001323	hg38:21:11520216-11587908:+	67693
SAMPLE_001324	FRAG_001324	hg19:2:70326044-70348345:+	22302
SAMPLE_001325	FRAG_001325	hg38:17:161888808-161942450:+	53643
SAMPLE_001326	FRAG_001326	hg19:Y:178635836-178731752:-	95917
SAMPLE_001327	FRAG_001327	hg38:3:121582108-121610996:-	28889
SAMPLE_001328	FRAG_001328	hg19:16:59885024-59907879:-	22856
SAMPLE_001329	FRAG_001329	hg38:20:157402880-157422084:+	19205
SAMPLE_001330	FRAG_001330	hg19:20:138118149-138205109:-	86961
SAMPLE_001331	FRAG_001331	hg38:6:185036976-185132395:-	95420
SAMPLE_001332	FRAG_001332	hg19:15:159536905-159615592:+	78688
SAMPLE_001333	FRAG_001333	hg38:8:104471637-104521708:+	50072
SAMPLE_001334	FRAG_001334	hg19:4:55317525-55320194:-	2670
SAMPLE_001335	FRAG_001335	hg38:5:26849952-26929816:+	79865
SAMPLE_001336	FRAG_001336	hg19:16:162011291-162092366:+	81076
SAMPLE_001337	FRAG_001337	hg38:18:32545570-32612041:+	66472
SAMPLE_001338	FRAG_001338	hg19:16:35984881-36071807:+	86927
SAMPLE_001339	FRAG_001339	hg38:22:116829046-116914641:-	85596
SAMPLE_001340	FRAG_001340	hg19:12:188272065-188278257:-	6193
SAMPLE_001341	FRAG_001341	hg38:8:103337393-103401084:-	63692
SAMPLE_001342	FRAG_001342	hg19:19:188021022-188118696:+	97675
SAMPLE_001343	FRAG_001343	hg38:14:69321662-69339709:-	18048
SAMPLE_001344	FRAG_001344	hg19:8:77038817-77050302:-	11486
SAMPLE_001345	FRAG_001345	hg38:9:2468194-2493468:+	25275
SAMPLE_001346	FRAG_001346	hg19:19:32629375-32698364:+	68990
SAMPLE_001347	FRAG_001347	hg38:13:56141661-56227952:-	86292
SAMPLE_001348	FRAG_001348	hg19:14:29610715-29658697:+	47983
SAMPLE_001349	FRAG_001349	hg38:14:158134113-158220015:-	85903
SAMPLE_001350	FRAG_001350	hg19:9:114698937-114769704:-	70768
SAMPLE_001351	FRAG_001351	hg38:20:183698702-183735319:-	36618
SAMPLE_001352	FRAG_001352	hg19:7:149204543-149259204:-	54662
SAMPLE_001353	FRAG_001353	hg38:6:151080606-151129629:-	49024
SAMPLE_001354	FRAG_001354	hg19:9:156062051-156102743:-	40693
SAMPLE_001355	FRAG_001355	hg38:X:198510093-198562775:+	52683
SAMPLE_001356	FRAG_001356	hg19:22:62678764-62694871:-	16108
SAMPLE_001357	FRAG_001357	hg38:X:27918337-27940042:+	21706
SAMPLE_001358	FRAG_001358	hg19:17:91848716-91901717:+	53002
SAMPLE_001359	FRAG_001359	hg38:6:171691830-171743329:+	51500
SAMPLE_001360	FRAG_001360	hg19:3:127612591-127632138:-	19548
SAMPLE_001361	FRAG_001361	hg38:3:71623220-71632118:+	8899
SAMPLE_001362	FRAG_001362	hg19:12:164484940-164495929:+	10990
